AvgStress,TotalStrain,AvgStrain,AvgDisplacement,AvgTorque,AvgFrequency,OriginalHeightToWidthRatio,AvgHeightToWidthRatio
186.790800,2.530983E-003,1.867908E-003,0.738017,36.199710,0.000000,1.000000
